,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Action Details,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Player Full Name,,Team,Match Date,Opposition,,Action,Period,Time,,x,y,ex,ey,Dir
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,61:40,Video,85.1,76.8,85.1,76.8,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Att 1v1,2nd Half,61:40,Video,85.1,76.8,85.1,76.8,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,62:16,Video,31.2,65.3,20.9,41,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,62:21,Video,23.2,41.7,32.2,75.6,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,62:25,Video,34.3,70.5,27,55.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,62:28,Video,26.8,49.9,42.3,6.2,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,62:36,Video,43.1,12,30.2,23.7,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,62:40,Video,31.8,25.3,36.1,66.1,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,62:44,Video,37.8,67.7,59.5,36.9,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Foul Won,2nd Half,62:47,Video,62,38.2,62,38.2,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,FK,2nd Half,63:31,Video,60,61.4,60,61.4,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,63:31,Video,60,61.4,54.2,41.9,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,63:33,Video,55,39.4,57.4,27.2,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,63:35,Video,57.7,24.2,39.7,38.7,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,63:42,Video,39.9,48.5,54.8,26.1,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,63:45,Video,61.2,77.7,86.6,57.2,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Line Break,2nd Half,63:45,Video,61.2,77.7,61.2,77.7,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,63:49,Video,88.6,58.6,96.6,69.5,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,63:50,Video,95.9,71.2,95.9,71.2,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Clear,2nd Half,64:02,Video,26.8,57.2,26.8,57.2,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,64:02,Video,26.8,57.2,26.8,57.2,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Foul Lost,2nd Half,65:00,Video,66.1,60.3,66.1,60.3,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,65:20,Video,7.4,35,7.4,35,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Own Box Clear,2nd Half,65:20,Video,7.4,35,7.4,35,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Headed Clear,2nd Half,65:22,Video,11.8,46.9,11.8,46.9,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,65:24,Video,21.8,39.8,27.2,30.9,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,65:25,Video,28.1,29.5,24.4,16,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,65:27,Video,31.5,12.5,31.5,12.5,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,65:27,Video,31.5,12.5,31.5,12.5,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,65:54,Video,49.7,39.4,56.5,68.1,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,65:57,Video,61.4,69.3,78.7,54,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,66:00,Video,76.8,57.4,75.5,48.4,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,66:03,Video,76.5,50.8,79.1,70.1,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,66:05,Video,77.7,67.8,55.9,61,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Long,2nd Half,66:11,Video,56,58.7,87.5,76.2,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,66:18,Video,88,80,88,80,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,66:52,Video,82.3,41.4,82.3,41.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,67:39,Video,38.5,55.2,38.5,55.2,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,67:39,Video,38.5,55.2,42.2,30.2,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,67:42,Video,45.5,28.4,53.2,40.5,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Long,2nd Half,67:45,Video,59.1,35.1,100.6,29.1,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Pass into Oppo Box,2nd Half,67:45,Video,59.1,35.1,59.1,35.1,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,68:22,Video,89.8,32.7,95.3,32.8,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Foul Lost,2nd Half,68:24,Video,95.3,32.8,95.3,32.8,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,68:51,Video,35.8,19.6,55.3,19,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,68:51,Video,35.8,19.6,35.8,19.6,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Foul Lost,2nd Half,68:52,Video,59.4,17.5,59.4,17.5,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,68:52,Video,59.4,17.5,59.4,17.5,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Throw,2nd Half,70:51,Video,6.7,39.6,6.7,39.6,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Successful Cross,2nd Half,70:51,Video,6.7,39.6,6.7,39.6,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,70:57,Video,20.4,40.7,31.9,21.4,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,71:00,Video,33.2,18.6,14,7.5,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,71:04,Video,19.7,4.2,39.1,5.4,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,71:08,Video,43.8,4.9,43.8,4.9,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,71:08,Video,43.8,4.9,42.9,61.1,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,71:18,Video,45.6,71.4,56.9,56.8,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,71:20,Video,63.4,58,106.7,69.5,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,71:58,Video,73.8,61.6,75.1,50.8,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Successful Cross,2nd Half,72:16,Video,-0.1,41.9,-0.1,41.9,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,72:26,Video,24,48.2,40.8,66.7,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Progr Inter,2nd Half,72:26,Video,24,48.2,24,48.2,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,72:28,Video,41.6,66.8,41.6,66.8,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,72:41,Video,0.8,56.8,0.8,56.8,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Own Box Clear,2nd Half,72:41,Video,0.8,56.8,0.8,56.8,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,73:23,Video,4.1,52.7,2.2,48.5,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,73:24,Video,2.3,48.2,6.9,51.8,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,73:26,Video,8.5,51.9,9.1,27.7,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,73:32,Video,22.1,18.9,44.7,34.7,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,73:37,Video,45.9,27.5,63.2,9.7,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,73:40,Video,67.1,18.1,67.1,18.1,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,74:11,Video,82.7,2.6,78.3,2.7,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,74:14,Video,77,4.8,59.6,10.1,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,74:17,Video,61.3,11,58.7,38.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,74:19,Video,60,40.3,60.7,59.3,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,74:21,Video,62.2,61.3,58.7,45.7,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,74:26,Video,58.9,41.3,81.7,19.5,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,74:30,Video,71.8,17.9,82.6,9.5,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,74:30,Video,71.8,17.9,71.8,17.9,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,74:34,Video,94.4,13,94.4,13,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Cross,2nd Half,74:34,Video,94.4,13,94.4,13,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,75:00,Video,66.2,47.6,66.2,47.6,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,75:00,Video,66.2,47.6,48.2,75.8,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,75:03,Video,48.5,72.6,31.9,45.9,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,75:08,Video,32.8,44.5,48.3,41,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,75:11,Video,44.2,35.7,49.4,12.6,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,75:14,Video,58,11.1,82.4,6.2,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,75:18,Video,95.3,4.8,82.6,11.7,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,75:25,Video,87.3,25.9,84,34.9,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,75:26,Video,84.4,35.6,90.8,21.4,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,75:28,Video,91.2,21.7,107,54.5,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,75:29,Video,110.7,55.4,110.7,55.4,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Pass into Oppo Box,2nd Half,75:29,Video,110.7,55.4,110.7,55.4,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Rec,2nd Half,75:37,Video,87.2,73.5,87.2,73.5,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,75:37,Video,87.2,73.5,91.5,53.1,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,75:43,Video,57.7,49.5,72.7,43.3,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,75:43,Video,57.7,49.5,57.7,49.5,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,75:48,Video,68.3,40.8,63.5,33.3,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Long,2nd Half,75:50,Video,62.5,32.2,91.7,30.9,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Pass into Oppo Box,2nd Half,75:50,Video,62.5,32.2,62.5,32.2,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Line Break,2nd Half,75:50,Video,62.5,32.2,62.5,32.2,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,76:04,Video,44.8,28.2,50.7,15.8,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,76:04,Video,44.8,28.2,44.8,28.2,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,76:06,Video,50.7,15.8,41.9,31.6,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,76:09,Video,43.7,35.5,41.9,61.2,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,76:13,Video,44.1,61.7,46.5,25,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,76:19,Video,49.8,28.8,68,35,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Foul Won,2nd Half,76:24,Video,64.4,38,64.4,38,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,FK,2nd Half,76:33,Video,65.1,39.4,65.1,39.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Long,2nd Half,76:33,Video,65.1,39.4,92.3,70.8,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,76:35,Video,96,74.8,77.4,24.9,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Pass into Oppo Box,2nd Half,76:35,Video,96,74.8,96,74.8,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,76:38,Video,80.6,26.6,96.3,71.2,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,76:42,Video,88.9,70.5,93,57.6,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,76:46,Video,82.8,54.3,82.8,54.3,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,76:46,Video,82.8,54.3,85.1,30.9,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,76:48,Video,85,30.3,68,34.5,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,76:50,Video,67,31,65.5,46.9,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,76:52,Video,65.9,48.8,81.3,80,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,77:18,Video,37.7,75.5,37.7,75.5,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,77:18,Video,37.7,75.5,22.9,54,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,77:22,Video,20.1,50.6,38.2,46.3,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,77:28,Video,40.2,31.5,56,11.6,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Foul Lost,2nd Half,77:49,Video,2.2,7.2,2.2,7.2,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Save Held,2nd Half,78:26,Video,6.8,40.5,6.8,40.5,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Throw,2nd Half,78:26,Video,6.8,40.5,6.8,40.5,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,78:36,Video,48.5,70.8,45.9,67,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Foul Won,2nd Half,78:43,Video,63.2,70.7,63.2,70.7,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,78:43,Video,63.2,70.7,63.2,70.7,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,78:56,Video,62.8,75.6,61.2,52.5,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,FK,2nd Half,78:56,Video,62.8,75.6,62.8,75.6,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,78:58,Video,62.7,49.1,52.1,45.7,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,79:00,Video,51.7,44.2,63.7,40.3,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,79:02,Video,62.5,38.9,56.4,21.4,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,79:05,Video,62,21.1,80.1,0.3,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,79:11,Video,89.3,3.6,86.1,29.2,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,79:16,Video,85,29.9,98.2,24.5,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,79:17,Video,98.3,24.3,98.3,24.3,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,79:23,Video,85.2,44,92.2,52.2,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,79:23,Video,85.2,44,85.2,44,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,79:25,Video,94.3,53.7,96.5,45.9,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,79:27,Video,96.7,45.9,97.5,32.6,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Pass into Oppo Box,2nd Half,79:27,Video,96.7,45.9,96.7,45.9,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,79:30,Video,88.5,32.2,95.6,22.3,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,79:30,Video,88.5,32.2,88.5,32.2,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,79:33,Video,93.3,19.5,81.2,22.5,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,79:37,Video,85.7,20.4,90.8,7.3,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,79:39,Video,89.9,7.8,82.9,21.1,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,79:42,Video,81.6,28.5,63.8,31.7,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,79:47,Video,66,36.3,69.8,74.8,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,79:53,Video,74.2,71.6,86.8,57.5,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,79:55,Video,91.9,55.8,90.4,45,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,79:57,Video,91.1,45.3,109.1,49.2,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Pass into Oppo Box,2nd Half,79:57,Video,91.1,45.3,91.1,45.3,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Cross,2nd Half,80:00,Video,112,48.7,112,48.7,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,80:05,Video,76.4,34.4,76.4,34.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Shot off Target,2nd Half,80:05,Video,76.4,34.4,76.4,34.4,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,80:08,Video,87.3,6.3,87.3,6.3,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,80:08,Video,87.3,6.3,78.6,10.2,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,80:10,Video,79.1,10.2,99.2,17.9,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Chance Created,2nd Half,80:12,Video,102.6,20.4,102.6,20.4,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Cross,2nd Half,80:12,Video,102.6,20.4,102.6,20.4,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,80:12,Video,102.6,20.4,102.6,20.4,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Att 1v1,2nd Half,80:12,Video,102.6,20.4,102.6,20.4,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Shot off Target,2nd Half,80:17,Video,103.5,46.7,103.5,46.7,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Throw,2nd Half,81:07,Video,8.1,48.4,8.1,48.4,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,81:10,Video,39.5,65.2,50.1,53.7,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,81:12,Video,53.8,52.3,43.3,43.4,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,81:14,Video,44.2,43.1,64.6,10.3,LR
Jonah Greenblatt,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Corner Kick,2nd Half,82:40,Video,116.1,6.3,116.1,6.3,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,82:45,Video,89.2,56.7,95.9,56.4,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,82:45,Video,89.2,56.7,89.2,56.7,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,82:47,Video,96.2,57.3,102.8,65.1,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,82:49,Video,112.9,65.6,103.1,60.7,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Chance Created,2nd Half,82:49,Video,112.9,65.6,112.9,65.6,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Chance Created,2nd Half,82:54,Video,109.4,56.4,109.4,56.4,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,82:54,Video,109.4,56.4,109.4,56.4,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Shot off Target,2nd Half,82:54,Video,109.4,56.4,109.4,56.4,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Att 1v1,2nd Half,82:54,Video,109.4,56.4,109.4,56.4,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Att Shot Blockd,2nd Half,83:00,Video,112.4,41.4,112.4,41.4,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,83:00,Video,112.4,41.4,112.4,41.4,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Inter,2nd Half,83:21,Video,14.6,18.9,14.6,18.9,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,83:55,Video,23.4,19.3,30.1,18.9,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,83:55,Video,23.4,19.3,23.4,19.3,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,83:57,Video,31.7,18,28.8,10.3,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,83:58,Video,30.2,9.5,21.9,13,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,84:03,Video,22.4,17.2,13.6,29.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,84:06,Video,15.8,30.8,30.7,65.8,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,84:09,Video,29.5,65.7,18.3,57.9,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,84:13,Video,19.5,58.1,27.1,44.3,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,84:15,Video,30.7,43.1,30.3,16.2,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,84:22,Video,31.2,13.5,20.6,32.4,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,84:25,Video,23.2,37.3,23.5,60.1,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,84:29,Video,29.4,54.5,18,41.7,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,84:35,Video,18,33.3,50.3,8.5,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Foul Lost,2nd Half,84:47,Video,15.3,38.4,15.3,38.4,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Goal Against,2nd Half,85:40,Video,-1.3,40.2,-1.3,40.2,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,86:18,Video,60,41,45.8,38.2,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,86:19,Video,46.4,36.6,44.9,26,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,86:22,Video,49.1,22.4,64.9,3.4,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Dribble,2nd Half,86:26,Video,74.3,5.7,74.3,5.7,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,86:26,Video,74.3,5.7,74.3,5.7,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Ground GK,2nd Half,87:28,Video,0.3,44.8,0.3,44.8,LR
